Epoch,Train Loss,Validation Loss
0,21.18014144897461,12.703901290893555
5,11.83776569366455,18.236024856567383
10,11.45740795135498,23.157438278198242
15,11.125802040100098,22.17123031616211
20,12.122611045837402,24.007740020751953
25,12.25963306427002,22.23479461669922
30,12.146627426147461,22.583467483520508
35,12.99068832397461,22.281837463378906
40,12.374429702758789,22.638835906982422
45,12.47454833984375,21.397268295288086
50,12.376692771911621,23.46772003173828
55,12.056297302246094,23.86902618408203
60,12.852751731872559,21.782852172851562
65,12.137643814086914,20.467355728149414
70,12.761767387390137,22.045795440673828
75,10.819884300231934,21.559795379638672
80,11.71963882446289,23.636350631713867
85,12.45450210571289,22.291444778442383
90,12.343334197998047,22.13744354248047
95,11.843225479125977,23.095577239990234
100,13.101746559143066,22.803646087646484
105,13.643645286560059,22.140222549438477
110,12.721556663513184,23.529930114746094
115,12.210177421569824,22.796924591064453
120,12.501751899719238,23.235984802246094
125,12.633735656738281,25.076807022094727
130,11.937338829040527,23.632253646850586
135,12.433005332946777,24.51569175720215
140,12.889410972595215,20.821279525756836
145,12.770044326782227,22.010801315307617
150,11.696223258972168,21.669382095336914
155,13.454387664794922,24.201190948486328
160,12.4549560546875,22.4246826171875
165,14.053217887878418,22.580080032348633
170,12.238303184509277,22.87906837463379
175,12.772799491882324,22.53756332397461
180,13.303792953491211,23.358842849731445
185,12.189533233642578,21.69322395324707
190,13.47830581665039,24.727333068847656
195,12.207321166992188,21.748075485229492
200,12.369363784790039,22.898229598999023
205,12.920510292053223,24.913999557495117
210,12.724006652832031,23.486316680908203
215,12.197760581970215,24.110851287841797
220,13.34058666229248,23.833663940429688
225,13.485234260559082,24.349721908569336
230,13.627394676208496,23.411582946777344
235,12.503080368041992,22.958715438842773
240,12.9389009475708,25.319677352905273
245,12.69299030303955,22.021949768066406
250,12.323884963989258,23.0111026763916
255,12.709238052368164,23.433818817138672
260,13.046310424804688,23.57366943359375
265,12.440080642700195,23.41105842590332
270,12.475027084350586,21.123191833496094
275,11.81464672088623,22.72474479675293
280,11.764591217041016,22.459720611572266
285,12.529389381408691,21.3488826751709
290,12.221728324890137,23.587148666381836
295,11.528097152709961,22.742950439453125
300,12.55513858795166,23.45823860168457
305,12.598843574523926,23.514156341552734
310,12.97904109954834,22.305158615112305
315,13.017342567443848,23.76067352294922
320,13.131112098693848,21.15325164794922
325,12.126104354858398,21.60920524597168
330,12.82857894897461,23.725841522216797
335,12.584433555603027,22.63491439819336
340,12.803913116455078,23.231952667236328
345,12.999345779418945,21.963621139526367
350,10.99948501586914,23.891620635986328
355,12.7535400390625,22.142772674560547
360,12.412759780883789,22.96164894104004
365,12.60473918914795,21.85112953186035
370,12.392553329467773,20.84958839416504
375,12.667819023132324,23.874658584594727
380,12.277180671691895,23.046663284301758
385,12.373861312866211,22.37411117553711
390,11.926620483398438,21.868404388427734
395,13.501866340637207,22.935386657714844
400,12.702905654907227,22.944873809814453
405,11.824487686157227,22.561403274536133
410,12.63715648651123,22.647756576538086
415,12.71585750579834,23.430095672607422
420,12.044440269470215,21.73341941833496
425,13.35311222076416,22.311866760253906
430,12.187960624694824,22.34103012084961
435,13.387659072875977,23.819711685180664
440,11.717620849609375,22.33653450012207
445,11.974431991577148,23.337072372436523
450,11.467689514160156,22.172313690185547
455,13.163756370544434,23.2642822265625
460,12.450676918029785,24.96015739440918
465,11.166428565979004,20.108003616333008
470,12.472667694091797,23.770671844482422
475,12.511312484741211,24.888105392456055
480,13.380553245544434,24.499269485473633
485,12.09658432006836,24.310426712036133
490,13.05838394165039,22.414670944213867
495,12.98141098022461,21.406827926635742
500,11.213678359985352,22.6003360748291
505,12.638330459594727,24.594572067260742
510,13.013933181762695,22.48975944519043
515,11.39892864227295,21.480958938598633
520,12.367351531982422,22.344451904296875
525,13.139760971069336,22.173864364624023
530,11.842379570007324,21.891252517700195
535,13.124128341674805,22.245670318603516
540,12.39504623413086,20.498491287231445
545,13.1552734375,20.29692268371582
550,12.249621391296387,24.260875701904297
555,12.26851749420166,22.759090423583984
560,11.913853645324707,21.3751163482666
565,12.350306510925293,23.974323272705078
570,13.830140113830566,21.9209041595459
575,13.034900665283203,22.42340660095215
580,12.405385971069336,21.948230743408203
585,12.46718978881836,25.056638717651367
590,12.79523754119873,23.367271423339844
595,12.121139526367188,20.019081115722656
600,12.161314964294434,21.65269660949707
605,12.43303394317627,22.025928497314453
610,11.684041976928711,22.343870162963867
615,12.517943382263184,22.794660568237305
620,12.270341873168945,23.575401306152344
625,11.835302352905273,23.83179473876953
630,12.053893089294434,22.595409393310547
635,12.94428539276123,22.191530227661133
640,13.594484329223633,23.707015991210938
645,12.196212768554688,23.019363403320312
650,11.961625099182129,22.530969619750977
655,11.502629280090332,24.41830825805664
660,12.635889053344727,22.029132843017578
665,12.158098220825195,22.83865737915039
670,11.895267486572266,23.615726470947266
675,12.27507495880127,22.473051071166992
680,12.210978507995605,24.546606063842773
685,13.2964506149292,22.344646453857422
690,11.730698585510254,21.877450942993164
695,12.07631778717041,24.16794204711914
700,11.00032901763916,24.53359031677246
705,12.725661277770996,21.013057708740234
710,13.886016845703125,22.619121551513672
715,13.205413818359375,22.559459686279297
720,12.308798789978027,22.012876510620117
725,12.637707710266113,21.905736923217773
730,12.725165367126465,23.1387882232666
735,13.118199348449707,25.39937973022461
740,12.379919052124023,21.687246322631836
745,13.138426780700684,23.351369857788086
750,12.70998477935791,22.000194549560547
755,11.494338035583496,21.586977005004883
760,12.370216369628906,23.624818801879883
765,13.92284107208252,20.075233459472656
770,12.922102928161621,21.213991165161133
775,11.250842094421387,21.489479064941406
780,11.925959587097168,20.913225173950195
785,12.220013618469238,23.83785629272461
790,11.545937538146973,22.858980178833008
795,14.016777038574219,22.954925537109375
800,10.882952690124512,22.919326782226562
805,12.259836196899414,24.733951568603516
810,12.651711463928223,21.23055648803711
815,11.9384183883667,22.020261764526367
820,13.154157638549805,22.727067947387695
825,13.518126487731934,24.229244232177734
830,13.017916679382324,23.0432071685791
835,13.065136909484863,20.192047119140625
840,12.802756309509277,23.092105865478516
845,12.770004272460938,20.889436721801758
850,14.336058616638184,21.00021743774414
855,12.322640419006348,23.540205001831055
860,12.066224098205566,24.406509399414062
865,12.881099700927734,23.755168914794922
870,13.071988105773926,23.96485710144043
875,11.691471099853516,23.92729949951172
880,12.583138465881348,24.796794891357422
885,13.307381629943848,20.27260971069336
890,12.793659210205078,24.39767837524414
895,11.643877029418945,25.60613250732422
900,12.271685600280762,23.9211368560791
905,11.986550331115723,22.652851104736328
910,13.995068550109863,22.76407814025879
915,12.170546531677246,23.631723403930664
920,12.132919311523438,21.910335540771484
925,13.417519569396973,24.244855880737305
930,12.016911506652832,23.62996482849121
935,11.911998748779297,22.397823333740234
940,12.556314468383789,22.165966033935547
945,11.677374839782715,21.046337127685547
950,13.077927589416504,21.655168533325195
955,12.399435997009277,21.015012741088867
960,11.426276206970215,23.29521369934082
965,13.815957069396973,22.67411994934082
970,12.45831298828125,23.031471252441406
975,11.888842582702637,24.700925827026367
980,12.461307525634766,22.42506217956543
985,11.643454551696777,22.387853622436523
990,12.677335739135742,22.37901496887207
995,13.345176696777344,23.018348693847656
1000,13.317940711975098,23.076610565185547
1005,13.499950408935547,23.53079605102539
1010,12.890729904174805,24.66997528076172
1015,11.733962059020996,23.662240982055664
1020,13.117563247680664,23.71859359741211
1025,14.455825805664062,21.328088760375977
1030,13.535669326782227,22.975984573364258
1035,12.742950439453125,22.995609283447266
1040,11.814748764038086,22.49620246887207
1045,13.456422805786133,20.284639358520508
1050,12.271251678466797,25.766252517700195
1055,13.676966667175293,22.85303497314453
1060,12.01448917388916,25.649341583251953
1065,12.547050476074219,20.06580352783203
1070,13.309114456176758,21.290475845336914
1075,14.218647003173828,21.79574203491211
1080,12.003511428833008,23.279403686523438
1085,11.548070907592773,22.839597702026367
1090,13.441487312316895,22.63723373413086
1095,12.293493270874023,22.409189224243164
1100,13.438199996948242,22.724933624267578
1105,13.239004135131836,23.29350471496582
1110,12.730381965637207,22.660076141357422
1115,13.433843612670898,23.011219024658203
1120,13.529712677001953,23.482561111450195
1125,12.778121948242188,21.98554801940918
1130,12.556371688842773,20.440332412719727
1135,12.926668167114258,22.182817459106445
1140,12.282692909240723,21.95549201965332
1145,12.912422180175781,20.654090881347656
1150,12.06093692779541,21.24231719970703
1155,12.340169906616211,22.424320220947266
1160,12.178288459777832,23.48886489868164
1165,12.386301040649414,21.092971801757812
1170,13.556600570678711,22.4280948638916
1175,11.987887382507324,21.220008850097656
1180,13.007667541503906,22.722070693969727
1185,12.301429748535156,22.23185920715332
1190,12.575011253356934,22.132986068725586
1195,13.313000679016113,21.57009506225586
1200,13.160654067993164,21.692564010620117
1205,12.777960777282715,24.348072052001953
1210,12.219656944274902,23.895221710205078
1215,13.385835647583008,21.87676429748535
1220,13.0558500289917,23.100032806396484
1225,13.692877769470215,22.576515197753906
1230,13.168919563293457,21.873863220214844
1235,12.823415756225586,22.524145126342773
1240,12.280660629272461,22.94235610961914
1245,11.020383834838867,21.418859481811523
1250,11.411458969116211,23.02155113220215
1255,12.502642631530762,24.243253707885742
1260,11.379298210144043,21.631311416625977
1265,12.882833480834961,21.3837890625
1270,12.747030258178711,22.233781814575195
1275,13.604124069213867,21.762882232666016
1280,12.12927532196045,23.532825469970703
1285,12.68841552734375,21.841304779052734
1290,12.188165664672852,22.6497802734375
1295,14.014886856079102,25.711078643798828
1300,11.708945274353027,23.39884376525879
1305,12.386690139770508,23.262632369995117
1310,11.585430145263672,23.464508056640625
1315,11.653583526611328,22.396732330322266
1320,12.899357795715332,23.49007225036621
1325,12.824728012084961,22.569347381591797
1330,12.081291198730469,25.674089431762695
1335,14.375673294067383,21.31123161315918
1340,13.523357391357422,23.0242977142334
1345,13.581513404846191,21.793027877807617
1350,11.61778736114502,22.28639793395996
1355,12.954202651977539,23.014097213745117
1360,12.463285446166992,21.83772850036621
1365,12.158297538757324,22.151342391967773
1370,13.278944969177246,21.729007720947266
1375,14.17451286315918,21.686382293701172
1380,11.352993965148926,21.300077438354492
