Epoch,Train Loss,Validation Loss,Correct Predictions,Localization Errors,Similar Object Errors,Other Errors,Background Predictions,Total Bounding Boxes
640,0.6903175115585327,0,17,5,0,13,6,52
640,0,8.65351390838623,0,0,0,11,2,40
650,0.605130672454834,0,13,9,0,19,4,53
650,0,8.524018287658691,0,0,0,14,1,39
660,0.5067200660705566,0,18,8,0,12,4,51
660,0,8.187660217285156,0,0,0,15,2,39
670,0.6004863977432251,0,20,5,0,13,5,51
670,0,7.618650436401367,0,0,0,13,1,38
680,0.7527703046798706,0,16,9,0,11,7,52
680,0,8.385223388671875,0,1,0,13,2,38
690,0.6574119925498962,0,17,3,0,13,7,52
690,0,8.711901664733887,0,0,0,13,2,40
700,0.40782761573791504,0,21,4,0,14,6,53
700,0,7.925023078918457,0,1,0,11,2,39
710,0.4262875020503998,0,18,10,0,12,4,52
710,0,8.837480545043945,0,0,0,13,1,39
720,0.6589395999908447,0,21,3,0,10,6,51
720,0,9.148945808410645,0,0,0,11,3,40
730,0.5155431032180786,0,19,7,0,10,4,51
730,0,8.85717487335205,1,0,0,10,1,38
740,0.7790290117263794,0,16,5,0,14,6,51
740,0,8.694685935974121,1,0,0,13,3,40
750,0.7434898018836975,0,19,6,0,16,5,51
750,0,8.341737747192383,1,0,0,13,1,38
760,0.28335151076316833,0,21,3,0,18,4,51
760,0,9.021407127380371,1,0,0,13,1,40
770,0.5120037794113159,0,15,9,0,13,5,51
770,0,8.086792945861816,1,0,0,15,4,39
780,0.6196608543395996,0,19,4,0,13,5,52
780,0,8.242105484008789,1,0,0,10,1,38
790,0.49215489625930786,0,21,6,0,14,3,54
790,0,8.192407608032227,1,0,0,14,2,39
800,0.5583683848381042,0,20,6,0,11,5,51
800,0,8.903738021850586,1,0,0,10,2,40
810,0.4959316551685333,0,20,6,0,10,5,51
810,0,8.354137420654297,1,1,0,13,1,38
820,0.31003537774086,0,21,7,0,15,3,51
820,0,8.652853012084961,1,0,0,9,3,39
830,0.39123010635375977,0,20,7,0,12,4,52
830,0,8.082657814025879,1,1,0,9,2,40
840,0.2560797333717346,0,23,4,0,16,4,51
840,0,8.284448623657227,1,0,0,13,1,39
850,0.5261901021003723,0,19,8,0,10,4,52
850,0,8.316421508789062,1,1,0,12,1,36
860,0.45858144760131836,0,22,5,0,13,5,51
860,0,9.213916778564453,1,0,0,12,2,40
870,0.7491666674613953,0,19,6,0,13,3,52
870,0,8.59958267211914,1,1,0,8,2,39
880,0.47842198610305786,0,15,10,0,17,3,52
880,0,8.85232162475586,1,1,0,11,2,39
890,0.4478164613246918,0,18,9,0,13,3,52
890,0,8.712249755859375,1,0,0,13,1,38
900,0.7278727293014526,0,21,6,0,14,2,51
900,0,8.88829231262207,1,1,0,9,1,39
910,0.706821084022522,0,17,5,0,11,6,52
910,0,8.857083320617676,1,0,0,14,2,40
920,0.5703794360160828,0,22,6,0,12,5,51
920,0,9.145824432373047,1,1,0,14,2,40
930,0.4971334636211395,0,19,8,0,13,3,51
930,0,8.915851593017578,1,1,0,14,2,41
940,0.5780647993087769,0,19,7,0,11,3,51
940,0,8.871796607971191,1,1,0,8,1,38
950,0.40474650263786316,0,22,6,0,12,5,52
950,0,8.966347694396973,1,1,0,13,2,38
960,0.36078062653541565,0,21,5,0,15,3,52
960,0,8.556706428527832,1,0,0,13,3,40
970,0.612969160079956,0,18,7,0,12,5,52
970,0,9.354852676391602,1,0,0,6,1,40
980,0.4324878454208374,0,16,7,0,21,3,51
980,0,8.508878707885742,1,0,0,12,3,37
990,0.39312028884887695,0,18,8,0,14,3,51
990,0,8.54172420501709,1,0,0,14,4,39
1000,0.44060033559799194,0,18,8,0,11,6,52
1000,0,8.564567565917969,1,0,0,14,1,39
1010,0.23354892432689667,0,21,4,0,15,6,51
1010,0,9.485689163208008,1,1,0,11,1,39
1020,0.4456321895122528,0,19,6,0,15,4,53
1020,0,9.232844352722168,1,0,0,8,1,39
1030,0.38602539896965027,0,21,6,0,13,4,52
1030,0,9.191753387451172,1,0,0,14,1,39
1040,0.3659713566303253,0,18,4,0,17,5,51
1040,0,9.143508911132812,1,0,0,9,3,39
1050,0.2926372289657593,0,21,8,0,14,3,53
1050,0,8.818086624145508,1,0,0,16,1,39
1060,0.3287544250488281,0,21,3,0,17,7,52
1060,0,8.336835861206055,1,0,0,14,1,38
1070,0.3805582821369171,0,20,5,0,10,6,51
1070,0,8.913827896118164,1,0,0,13,3,39
1080,0.408397376537323,0,22,6,0,15,3,51
1080,0,9.466136932373047,1,1,0,11,3,40
1090,0.5678128004074097,0,22,4,0,13,4,52
1090,0,9.106433868408203,1,0,0,11,3,40
1100,0.39944541454315186,0,22,9,0,11,3,53
1100,0,8.799461364746094,1,0,0,13,4,39
1110,0.42952483892440796,0,24,2,0,14,5,52
1110,0,9.29896354675293,1,1,0,13,3,39
1120,0.4518612027168274,0,23,5,0,12,5,52
1120,0,9.113442420959473,1,0,0,11,2,39
1130,0.3484702706336975,0,19,5,0,15,5,51
1130,0,9.689146041870117,1,0,0,13,2,40
1140,0.333109974861145,0,18,8,0,12,4,52
1140,0,9.468927383422852,1,1,0,13,4,41
1150,0.3091035485267639,0,20,6,0,18,4,52
1150,0,9.181598663330078,1,0,0,10,5,39
1160,0.2640455961227417,0,24,4,0,14,5,52
1160,0,9.151097297668457,1,0,0,12,1,37
1170,0.4571065604686737,0,18,3,0,16,7,52
1170,0,9.299148559570312,1,1,0,12,1,38
1180,0.2372133433818817,0,19,5,0,14,7,51
1180,0,9.086706161499023,1,2,0,13,3,40
1190,0.38932785391807556,0,21,6,0,14,4,53
1190,0,9.312627792358398,2,0,0,9,3,41
1200,0.29680031538009644,0,22,4,0,16,4,52
1200,0,9.347623825073242,1,0,0,14,5,41
1210,0.3974350690841675,0,22,5,0,13,3,51
1210,0,9.13351058959961,1,1,0,12,2,39
1220,0.5110769271850586,0,22,4,0,12,5,51
1220,0,8.626401901245117,1,0,0,11,4,38
1230,0.355581670999527,0,18,6,0,12,10,53
1230,0,8.895672798156738,1,0,0,8,6,39
1240,0.21821126341819763,0,22,9,0,14,3,52
1240,0,8.929762840270996,1,0,0,10,4,38
1250,0.4077387750148773,0,19,7,0,16,3,51
1250,0,9.38560676574707,1,1,0,13,2,40
1260,0.3964298367500305,0,19,9,0,15,2,53
1260,0,9.114272117614746,1,0,0,11,1,38
1270,0.36045408248901367,0,17,12,0,15,3,52
1270,0,10.028919219970703,1,1,0,13,2,39
1280,0.31225818395614624,0,17,7,0,19,4,52
1280,0,10.296030044555664,1,0,0,14,3,41
1290,0.3416852355003357,0,19,9,0,17,2,51
1290,0,9.872467994689941,1,0,0,11,3,40
1300,0.3431551456451416,0,22,5,0,15,4,50
1300,0,9.128433227539062,1,2,0,10,1,38
1310,0.28966256976127625,0,22,4,0,17,4,52
1310,0,9.563980102539062,1,1,0,11,1,39
1320,0.22415757179260254,0,21,6,0,15,4,52
1320,0,9.048826217651367,1,1,0,11,2,39
1330,0.31281542778015137,0,19,4,0,19,4,52
1330,0,8.609590530395508,1,1,0,14,3,37
1340,0.3866921365261078,0,18,7,0,14,7,52
1340,0,9.228971481323242,1,0,0,16,2,38
1350,0.302701473236084,0,19,7,0,20,3,52
1350,0,9.625377655029297,1,2,0,12,1,39
1360,0.2754495143890381,0,18,6,0,14,6,51
1360,0,9.549456596374512,1,0,0,9,2,38
1370,0.349800705909729,0,18,9,0,14,4,51
1370,0,9.770451545715332,1,0,0,7,2,39
1380,0.20872798562049866,0,18,11,0,17,2,51
1380,0,9.488502502441406,1,1,0,13,3,39
1390,0.3287937641143799,0,20,4,0,16,6,51
1390,0,9.553425788879395,1,0,0,12,2,39
1400,0.40337684750556946,0,22,5,0,15,5,52
1400,0,9.708885192871094,1,2,0,11,3,40
1410,0.45766502618789673,0,21,3,0,17,5,51
1410,0,9.702117919921875,1,1,0,11,2,38
1420,0.2350352555513382,0,16,6,0,18,4,51
1420,0,10.08039379119873,1,2,0,12,2,40
1430,0.23201218247413635,0,16,9,0,17,3,50
1430,0,10.133641242980957,1,0,0,14,2,39
1440,0.23639117181301117,0,21,8,0,14,4,51
1440,0,9.980819702148438,1,0,0,12,5,40
1450,0.26915043592453003,0,25,3,0,16,3,52
1450,0,9.33798599243164,1,0,0,11,4,37
1460,0.2190103828907013,0,20,5,0,17,4,53
1460,0,9.500784873962402,1,2,0,9,6,39
1470,0.2934662103652954,0,22,5,0,17,4,52
1470,0,10.061858177185059,1,0,0,13,2,41
1480,0.2747615873813629,0,22,3,0,17,5,52
1480,0,9.461822509765625,1,0,0,13,1,39
1490,0.26459744572639465,0,20,7,0,16,3,51
1490,0,9.250625610351562,1,0,0,13,3,39
1500,0.16344831883907318,0,23,4,0,18,4,53
1500,0,8.951165199279785,1,2,0,9,5,38
