Epoch,Train Loss,Validation Loss,Correct Predictions,Localization Errors,Similar Object Errors,Other Errors,Background Predictions,Total Bounding Boxes
640,0.5617550611495972,0,12,1,0,26,1,54
640,0,13.437907218933105,0,0,0,14,0,71
650,0.628890872001648,0,10,7,0,23,0,52
650,0,13.806540489196777,0,0,0,14,0,71
660,0.8105446100234985,0,12,1,0,23,2,51
660,0,14.121790885925293,0,0,0,14,1,71
670,0.555805504322052,0,6,7,0,26,0,51
670,0,12.478050231933594,0,0,0,15,0,67
680,0.4543423056602478,0,12,4,0,24,0,51
680,0,12.699431419372559,0,0,0,15,0,67
690,0.7163421511650085,0,13,3,0,24,0,52
690,0,14.539264678955078,0,0,0,12,0,73
700,0.6752325296401978,0,9,4,0,28,2,52
700,0,15.12000846862793,0,0,0,11,0,72
710,0.5129772424697876,0,11,1,0,27,2,51
710,0,14.00080394744873,0,0,0,16,0,72
720,0.9446412324905396,0,11,4,0,23,1,54
720,0,13.63081169128418,0,0,0,13,0,67
730,0.5642988085746765,0,11,4,0,25,1,52
730,0,13.029778480529785,0,0,0,12,0,71
740,0.6725913882255554,0,10,6,0,21,2,52
740,0,14.982014656066895,0,0,0,11,1,71
750,0.878342866897583,0,11,5,0,23,2,54
750,0,14.91796875,0,0,0,12,0,72
760,0.48674729466438293,0,12,5,0,21,0,53
760,0,14.983516693115234,0,1,0,10,0,70
770,0.49062198400497437,0,13,2,0,18,2,52
770,0,13.824254035949707,0,0,0,13,0,70
780,0.8486882448196411,0,11,3,0,22,0,51
780,0,13.565298080444336,0,0,0,17,0,70
790,0.42972418665885925,0,11,2,0,22,2,53
790,0,14.15419864654541,0,0,0,11,0,71
800,0.582416296005249,0,11,0,0,27,2,52
800,0,14.285791397094727,0,0,0,12,2,70
810,0.6197805404663086,0,13,6,0,15,1,53
810,0,13.813733100891113,0,0,0,12,1,69
820,0.40568798780441284,0,11,3,0,24,0,52
820,0,14.406698226928711,0,0,0,10,1,72
830,0.44086670875549316,0,12,4,0,20,0,51
830,0,13.118968963623047,0,0,0,16,0,70
840,0.6889692544937134,0,11,4,0,25,2,53
840,0,14.78674030303955,0,0,0,12,0,73
850,0.41948193311691284,0,13,4,0,26,0,53
850,0,13.946941375732422,0,0,0,14,0,71
860,0.5377750396728516,0,15,3,0,22,0,53
860,0,13.938076972961426,0,0,0,16,0,72
870,0.6751857995986938,0,11,3,0,28,0,52
870,0,13.855484962463379,0,1,0,12,0,70
880,0.4939754605293274,0,9,6,0,25,1,52
880,0,12.05436897277832,0,0,0,12,0,66
890,0.5545033812522888,0,11,3,0,30,0,52
890,0,14.391433715820312,0,0,0,15,0,72
900,0.6113911867141724,0,11,5,0,22,0,51
900,0,12.36356258392334,0,0,0,15,0,69
910,0.866551399230957,0,10,4,0,26,1,52
910,0,14.169843673706055,0,1,0,16,0,71
920,0.6372726559638977,0,9,4,0,20,2,51
920,0,13.737809181213379,0,0,0,12,1,66
930,0.5406187772750854,0,9,7,0,23,0,51
930,0,13.538044929504395,0,0,0,14,0,67
940,0.5822854042053223,0,12,5,0,19,1,52
940,0,14.365716934204102,0,1,0,11,0,71
950,0.7126269340515137,0,15,3,0,22,0,52
950,0,13.526559829711914,0,0,0,13,0,68
960,0.4978940188884735,0,11,7,0,22,2,52
960,0,14.20860767364502,0,0,0,13,0,70
970,0.6844961643218994,0,12,5,0,21,2,52
970,0,14.758776664733887,0,0,0,10,0,70
980,0.5028437972068787,0,13,1,0,19,1,52
980,0,14.073877334594727,0,0,0,14,1,70
990,0.7204968929290771,0,12,3,0,23,0,53
990,0,12.571800231933594,0,0,0,11,0,67
1000,0.6161499619483948,0,11,4,0,26,0,52
1000,0,12.182351112365723,0,1,0,13,1,66
1010,0.6337931752204895,0,16,1,0,21,0,51
1010,0,12.839503288269043,0,1,0,11,0,68
1020,0.3483482599258423,0,12,1,0,26,0,52
1020,0,14.466878890991211,0,0,0,10,0,70
1030,0.5888285636901855,0,13,5,0,20,1,52
1030,0,14.32209587097168,0,0,0,10,0,72
1040,0.5481268167495728,0,11,3,0,28,0,52
1040,0,14.631391525268555,0,0,0,17,0,71
1050,0.4916303753852844,0,10,5,0,22,0,51
1050,0,13.632672309875488,0,0,0,11,0,70
1060,0.3271362781524658,0,11,1,0,25,1,51
1060,0,14.148496627807617,0,0,0,11,0,70
1070,0.5774027109146118,0,14,1,0,24,0,52
1070,0,13.92203426361084,0,0,0,12,0,72
1080,0.6141334772109985,0,12,4,0,22,0,51
1080,0,14.263107299804688,0,0,0,11,0,73
1090,0.2640504837036133,0,16,3,0,19,0,52
1090,0,13.537126541137695,0,0,0,12,0,68
1100,0.4525238275527954,0,11,1,0,22,1,53
1100,0,13.020315170288086,0,1,0,12,0,69
1110,0.3989550471305847,0,13,3,0,18,2,52
1110,0,13.31238079071045,0,1,0,9,0,72
1120,0.4167073369026184,0,13,3,0,23,0,52
1120,0,14.174520492553711,1,0,0,16,0,72
1130,0.5619523525238037,0,11,3,0,24,1,54
1130,0,13.780427932739258,0,0,0,12,0,71
1140,0.612515926361084,0,12,2,0,22,1,52
1140,0,13.922591209411621,0,0,0,14,0,73
1150,0.6313297748565674,0,9,2,0,25,2,53
1150,0,14.818693161010742,0,0,0,11,1,69
1160,0.44487813115119934,0,9,6,0,22,1,52
1160,0,14.315123558044434,0,0,0,13,0,72
1170,0.28146907687187195,0,12,3,0,19,0,50
1170,0,14.631508827209473,0,0,0,6,0,72
1180,0.490570992231369,0,12,2,0,23,2,52
1180,0,14.391963005065918,0,0,0,13,0,73
1190,0.5012858510017395,0,12,2,0,21,3,52
1190,0,13.18343448638916,0,0,0,10,0,70
1200,0.3100398778915405,0,14,1,0,24,1,52
1200,0,12.954909324645996,0,1,0,12,1,67
1210,0.49985814094543457,0,13,4,0,16,1,52
1210,0,13.757242202758789,0,1,0,13,0,73
1220,0.4828023910522461,0,13,1,0,24,0,51
1220,0,13.131232261657715,0,1,0,14,0,69
1230,0.5304337739944458,0,13,2,0,21,0,51
1230,0,13.307003021240234,0,1,0,12,0,71
1240,0.35845470428466797,0,13,3,0,21,1,52
1240,0,13.810521125793457,0,1,0,12,0,68
1250,0.5153012275695801,0,10,2,0,24,2,51
1250,0,13.220741271972656,0,0,0,13,0,71
1260,0.5090330243110657,0,12,1,0,26,2,53
1260,0,12.658449172973633,0,2,0,17,0,70
1270,0.7017461657524109,0,13,3,0,22,0,53
1270,0,13.756723403930664,0,0,0,16,0,71
1280,0.6336674094200134,0,15,2,0,23,0,52
1280,0,13.706168174743652,0,0,0,14,1,68
1290,0.4045736491680145,0,9,3,0,28,0,53
1290,0,13.961596488952637,0,0,0,15,0,70
1300,0.4629283845424652,0,13,1,0,23,1,53
1300,0,13.50272274017334,0,1,0,10,0,70
1310,0.35323524475097656,0,14,4,0,23,0,53
1310,0,14.63297176361084,0,0,0,10,0,73
1320,0.5229392051696777,0,11,3,0,26,1,53
1320,0,14.967546463012695,0,0,0,10,0,71
1330,0.5379006862640381,0,8,1,0,31,1,52
1330,0,13.49159049987793,0,0,0,16,0,71
1340,0.24291057884693146,0,16,1,0,22,0,52
1340,0,12.602815628051758,0,1,0,16,0,72
1350,0.4096444547176361,0,14,3,0,24,0,52
1350,0,13.885811805725098,0,0,0,13,0,72
1360,0.5760242938995361,0,12,3,0,21,0,53
1360,0,13.631563186645508,0,0,0,12,1,68
1370,0.2989838421344757,0,13,2,0,24,0,51
1370,0,14.133408546447754,0,0,0,13,0,69
1380,0.29149624705314636,0,13,2,0,24,0,52
1380,0,14.155850410461426,0,0,0,9,0,72
1390,0.22203011810779572,0,10,4,0,27,1,51
1390,0,13.810954093933105,0,0,0,11,0,70
1400,0.4981003999710083,0,14,4,0,22,0,52
1400,0,13.343908309936523,0,1,0,14,1,71
1410,0.31824737787246704,0,11,2,0,31,0,52
1410,0,13.136344909667969,0,1,0,11,0,69
1420,0.544080913066864,0,11,2,0,23,2,52
1420,0,13.715715408325195,0,2,0,9,0,70
1430,0.3384554982185364,0,8,2,0,22,4,52
1430,0,12.96539306640625,0,0,0,11,0,69
1440,0.2716525197029114,0,12,3,0,18,0,51
1440,0,13.568140029907227,0,0,0,11,0,69
1450,0.3587651550769806,0,11,3,0,24,2,52
1450,0,13.131479263305664,0,1,0,14,0,72
1460,0.4044013023376465,0,7,2,0,29,4,53
1460,0,13.80085563659668,0,0,0,13,0,71
1470,0.3992280960083008,0,9,4,0,28,1,51
1470,0,13.01659870147705,0,0,0,14,0,69
1480,0.4140361249446869,0,12,3,0,25,1,53
1480,0,14.512045860290527,0,0,0,12,0,72
1490,0.38268575072288513,0,9,1,0,29,1,51
1490,0,13.448908805847168,0,1,0,11,0,70
1500,0.6112385988235474,0,8,5,0,24,0,52
1500,0,12.560798645019531,0,1,0,13,0,67
