Epoch,Train Loss,Validation Loss,Correct Predictions,Localization Errors,Similar Object Errors,Other Errors,Background Predictions,Total Bounding Boxes
190,13.47830581665039,0,0,0,0,6,0,53
190,0,24.727333068847656,0,0,0,4,0,66
195,12.207321166992188,0,0,0,0,9,0,52
195,0,21.748075485229492,0,0,0,2,0,61
200,12.369363784790039,0,0,0,0,5,0,52
200,0,22.898229598999023,0,0,0,6,0,67
205,12.920510292053223,0,0,0,0,4,0,52
205,0,24.913999557495117,0,0,0,4,0,63
210,12.724006652832031,0,0,0,0,6,0,53
210,0,23.486316680908203,0,0,0,7,0,64
215,12.197760581970215,0,0,0,0,6,0,52
215,0,24.110851287841797,0,0,0,5,0,68
220,13.34058666229248,0,0,0,0,3,0,53
220,0,23.833663940429688,0,0,0,4,0,67
225,13.485234260559082,0,0,0,0,4,0,51
225,0,24.349721908569336,0,0,0,2,0,64
230,13.627394676208496,0,0,0,0,5,0,51
230,0,23.411582946777344,0,0,0,8,0,69
235,12.503080368041992,0,0,0,0,6,0,52
235,0,22.958715438842773,0,0,0,3,0,61
240,12.9389009475708,0,0,0,0,6,0,52
240,0,25.319677352905273,0,0,0,3,0,67
245,12.69299030303955,0,0,0,0,5,0,52
245,0,22.021949768066406,0,0,0,6,0,62
250,12.323884963989258,0,0,0,0,6,0,51
250,0,23.0111026763916,0,0,0,7,0,68
255,12.709238052368164,0,0,0,0,6,0,52
255,0,23.433818817138672,0,0,0,4,0,66
260,13.046310424804688,0,0,0,0,6,0,54
260,0,23.57366943359375,0,0,0,3,0,64
265,12.440080642700195,0,0,0,0,6,0,52
265,0,23.41105842590332,0,0,0,6,0,64
270,12.475027084350586,0,0,0,0,7,0,53
270,0,21.123191833496094,0,0,0,6,0,60
275,11.81464672088623,0,0,0,0,4,0,52
275,0,22.72474479675293,0,0,0,3,0,61
280,11.764591217041016,0,0,0,0,5,0,52
280,0,22.459720611572266,0,0,0,6,0,62
285,12.529389381408691,0,0,0,0,7,0,52
285,0,21.3488826751709,0,0,0,5,0,61
290,12.221728324890137,0,0,0,0,10,0,52
290,0,23.587148666381836,0,0,0,5,0,68
295,11.528097152709961,0,0,0,0,6,0,50
295,0,22.742950439453125,0,0,0,7,0,63
300,12.55513858795166,0,0,0,0,6,0,52
300,0,23.45823860168457,0,0,0,6,0,64
305,12.598843574523926,0,0,0,0,4,0,52
305,0,23.514156341552734,0,0,0,5,0,68
310,12.97904109954834,0,0,0,0,2,0,52
310,0,22.305158615112305,0,0,0,4,0,64
315,13.017342567443848,0,0,0,0,4,0,52
315,0,23.76067352294922,0,0,0,4,0,68
320,13.131112098693848,0,0,0,0,7,0,52
320,0,21.15325164794922,0,0,0,8,0,62
325,12.126104354858398,0,0,0,0,6,0,50
325,0,21.60920524597168,0,0,0,5,0,64
330,12.82857894897461,0,0,0,0,7,0,53
330,0,23.725841522216797,0,0,0,3,0,67
335,12.584433555603027,0,0,0,0,7,0,52
335,0,22.63491439819336,0,0,0,5,0,64
340,12.803913116455078,0,0,0,0,5,0,51
340,0,23.231952667236328,0,0,0,6,0,64
345,12.999345779418945,0,0,0,0,5,0,53
345,0,21.963621139526367,0,0,0,6,0,60
350,10.99948501586914,0,0,0,0,6,0,52
350,0,23.891620635986328,0,0,0,6,0,65
355,12.7535400390625,0,0,0,0,7,0,52
355,0,22.142772674560547,0,0,0,4,0,65
360,12.412759780883789,0,0,0,0,5,0,53
360,0,22.96164894104004,0,0,0,7,0,67
365,12.60473918914795,0,0,0,0,4,0,51
365,0,21.85112953186035,0,0,0,8,0,66
370,12.392553329467773,0,0,0,0,4,0,52
370,0,20.84958839416504,0,0,0,5,0,62
375,12.667819023132324,0,0,0,0,7,0,51
375,0,23.874658584594727,0,0,0,5,0,65
380,12.277180671691895,0,0,0,0,7,0,52
380,0,23.046663284301758,0,0,0,5,0,62
385,12.373861312866211,0,0,0,0,5,0,52
385,0,22.37411117553711,0,0,0,8,0,66
390,11.926620483398438,0,0,0,0,8,0,52
390,0,21.868404388427734,0,0,0,6,0,63
395,13.501866340637207,0,0,0,0,4,0,53
395,0,22.935386657714844,0,0,0,7,0,65
400,12.702905654907227,0,0,0,0,4,0,52
400,0,22.944873809814453,0,0,0,6,0,60
405,11.824487686157227,0,0,0,0,4,0,52
405,0,22.561403274536133,0,0,0,4,0,62
410,12.63715648651123,0,0,0,0,8,0,52
410,0,22.647756576538086,0,0,0,2,0,63
415,12.71585750579834,0,0,0,0,6,0,52
415,0,23.430095672607422,0,0,0,3,0,65
420,12.044440269470215,0,0,0,0,6,0,52
420,0,21.73341941833496,0,0,0,5,0,60
425,13.35311222076416,0,0,0,0,2,0,52
425,0,22.311866760253906,0,0,0,3,0,61
430,12.187960624694824,0,0,0,0,5,0,51
430,0,22.34103012084961,0,0,0,4,0,64
435,13.387659072875977,0,0,0,0,6,0,54
435,0,23.819711685180664,0,0,0,5,0,64
440,11.717620849609375,0,0,0,0,5,0,51
440,0,22.33653450012207,0,0,0,7,0,61
445,11.974431991577148,0,0,0,0,9,0,51
445,0,23.337072372436523,0,0,0,5,0,64
450,11.467689514160156,0,0,0,0,5,0,51
450,0,22.172313690185547,0,0,0,4,0,65
455,13.163756370544434,0,0,0,0,3,0,53
455,0,23.2642822265625,0,0,0,5,0,66
460,12.450676918029785,0,0,0,0,5,0,52
460,0,24.96015739440918,0,0,0,6,0,66
465,11.166428565979004,0,0,0,0,7,0,51
465,0,20.108003616333008,0,0,0,4,0,58
470,12.472667694091797,0,0,0,0,6,0,51
470,0,23.770671844482422,0,0,0,7,0,68
475,12.511312484741211,0,0,0,0,6,0,51
475,0,24.888105392456055,0,0,0,4,0,64
480,13.380553245544434,0,0,0,0,6,0,53
480,0,24.499269485473633,0,0,0,3,0,66
485,12.09658432006836,0,0,0,0,6,0,52
485,0,24.310426712036133,0,0,0,4,0,66
490,13.05838394165039,0,0,0,0,5,0,53
490,0,22.414670944213867,0,0,0,4,0,59
495,12.98141098022461,0,0,0,0,6,0,52
495,0,21.406827926635742,0,0,0,6,0,66
500,11.213678359985352,0,0,0,0,7,0,51
500,0,22.6003360748291,0,0,0,5,0,63
505,12.638330459594727,0,0,0,0,6,0,51
505,0,24.594572067260742,0,0,0,4,0,64
510,13.013933181762695,0,0,0,0,8,0,53
510,0,22.48975944519043,0,0,0,5,0,66
515,11.39892864227295,0,0,0,0,4,0,51
515,0,21.480958938598633,0,0,0,2,0,61
520,12.367351531982422,0,0,0,0,7,0,52
520,0,22.344451904296875,0,0,0,5,0,66
525,13.139760971069336,0,0,0,0,6,0,52
525,0,22.173864364624023,0,0,0,5,0,66
530,11.842379570007324,0,0,0,0,8,0,53
530,0,21.891252517700195,0,0,0,2,0,67
535,13.124128341674805,0,0,0,0,6,0,53
535,0,22.245670318603516,0,0,0,4,0,64
540,12.39504623413086,0,0,0,0,6,0,52
540,0,20.498491287231445,0,0,0,4,0,61
545,13.1552734375,0,0,0,0,5,0,54
545,0,20.29692268371582,0,0,0,8,0,59
550,12.249621391296387,0,0,0,0,6,0,50
550,0,24.260875701904297,0,0,0,4,0,67
555,12.26851749420166,0,0,0,0,6,0,51
555,0,22.759090423583984,0,0,0,4,0,65
560,11.913853645324707,0,0,0,0,5,0,52
560,0,21.3751163482666,0,0,0,6,0,64
565,12.350306510925293,0,0,0,0,4,0,51
565,0,23.974323272705078,0,0,0,3,0,63
570,13.830140113830566,0,0,0,0,5,0,52
570,0,21.9209041595459,0,0,0,4,0,63
575,13.034900665283203,0,0,0,0,5,0,52
575,0,22.42340660095215,0,0,0,5,0,66
580,12.405385971069336,0,0,0,0,7,0,52
580,0,21.948230743408203,0,0,0,4,0,64
585,12.46718978881836,0,0,0,0,4,0,52
585,0,25.056638717651367,0,0,0,6,0,68
590,12.79523754119873,0,0,0,0,6,0,52
590,0,23.367271423339844,0,0,0,3,0,63
595,12.121139526367188,0,0,0,0,8,0,51
595,0,20.019081115722656,0,0,0,5,0,59
600,12.161314964294434,0,0,0,0,6,0,52
600,0,21.65269660949707,0,0,0,5,0,58
605,12.43303394317627,0,0,0,0,6,0,52
605,0,22.025928497314453,0,0,0,3,0,61
610,11.684041976928711,0,0,0,0,7,0,52
610,0,22.343870162963867,0,0,0,6,0,64
615,12.517943382263184,0,0,0,0,6,0,52
615,0,22.794660568237305,0,0,0,5,0,60
620,12.270341873168945,0,0,0,0,5,0,52
620,0,23.575401306152344,0,0,0,5,0,63
625,11.835302352905273,0,0,0,0,6,0,52
625,0,23.83179473876953,0,0,0,5,0,68
630,12.053893089294434,0,0,0,0,5,0,51
630,0,22.595409393310547,0,0,0,4,0,62
635,12.94428539276123,0,0,0,0,2,0,51
635,0,22.191530227661133,0,0,0,3,0,62
640,13.594484329223633,0,0,0,0,2,0,53
640,0,23.707015991210938,0,0,0,3,0,61
645,12.196212768554688,0,0,0,0,5,0,52
645,0,23.019363403320312,0,0,0,6,0,67
650,11.961625099182129,0,0,0,0,6,0,51
650,0,22.530969619750977,0,0,0,7,0,62
655,11.502629280090332,0,0,0,0,3,0,51
655,0,24.41830825805664,0,0,0,4,0,64
660,12.635889053344727,0,0,0,0,7,0,53
660,0,22.029132843017578,0,0,0,6,0,62
665,12.158098220825195,0,0,0,0,2,0,51
665,0,22.83865737915039,0,0,0,5,0,63
670,11.895267486572266,0,0,0,0,6,0,51
670,0,23.615726470947266,0,0,0,5,0,65
675,12.27507495880127,0,0,0,0,6,0,52
675,0,22.473051071166992,0,0,0,4,0,61
680,12.210978507995605,0,0,0,0,5,0,52
680,0,24.546606063842773,0,0,0,6,0,64
685,13.2964506149292,0,0,0,0,7,0,52
685,0,22.344646453857422,0,0,0,5,0,62
690,11.730698585510254,0,0,0,0,4,0,52
690,0,21.877450942993164,0,0,0,6,0,65
695,12.07631778717041,0,0,0,0,4,0,52
695,0,24.16794204711914,0,0,0,4,0,65
700,11.00032901763916,0,0,0,0,3,0,50
700,0,24.53359031677246,0,0,0,7,0,67
705,12.725661277770996,0,0,0,0,6,0,52
705,0,21.013057708740234,0,0,0,5,0,61
710,13.886016845703125,0,0,0,0,3,0,53
710,0,22.619121551513672,0,0,0,5,0,63
715,13.205413818359375,0,0,0,0,7,0,53
715,0,22.559459686279297,0,0,0,5,0,60
720,12.308798789978027,0,0,0,0,7,0,52
720,0,22.012876510620117,0,0,0,4,0,65
725,12.637707710266113,0,0,0,0,3,0,51
725,0,21.905736923217773,0,0,0,3,0,66
730,12.725165367126465,0,0,0,0,6,0,52
730,0,23.1387882232666,0,0,0,7,0,66
735,13.118199348449707,0,0,0,0,5,0,53
735,0,25.39937973022461,0,0,0,3,0,65
740,12.379919052124023,0,0,0,0,5,0,52
740,0,21.687246322631836,0,0,0,6,0,62
745,13.138426780700684,0,0,0,0,7,0,52
745,0,23.351369857788086,0,0,0,6,0,67
750,12.70998477935791,0,0,0,0,5,0,52
750,0,22.000194549560547,0,0,0,8,0,63
755,11.494338035583496,0,0,0,0,5,0,52
755,0,21.586977005004883,0,0,0,5,0,60
760,12.370216369628906,0,0,0,0,5,0,52
760,0,23.624818801879883,0,0,0,6,0,64
765,13.92284107208252,0,0,0,0,4,0,53
765,0,20.075233459472656,0,0,0,4,0,60
770,12.922102928161621,0,0,0,0,6,0,51
770,0,21.213991165161133,0,0,0,2,0,60
775,11.250842094421387,0,0,0,0,5,0,51
775,0,21.489479064941406,0,0,0,5,0,61
780,11.925959587097168,0,0,0,0,6,0,52
780,0,20.913225173950195,0,0,0,4,0,61
785,12.220013618469238,0,0,0,0,5,0,52
785,0,23.83785629272461,0,0,0,5,0,66
790,11.545937538146973,0,0,0,0,6,0,52
790,0,22.858980178833008,0,0,0,4,0,63
795,14.016777038574219,0,0,0,0,6,0,54
795,0,22.954925537109375,0,0,0,6,0,62
800,10.882952690124512,0,0,0,0,5,0,50
800,0,22.919326782226562,0,0,0,3,0,66
805,12.259836196899414,0,0,0,0,6,0,51
805,0,24.733951568603516,0,0,0,5,0,68
810,12.651711463928223,0,0,0,0,3,0,52
810,0,21.23055648803711,0,0,0,7,0,63
815,11.9384183883667,0,0,0,0,6,0,51
815,0,22.020261764526367,0,0,0,4,0,66
820,13.154157638549805,0,0,0,0,5,0,52
820,0,22.727067947387695,0,0,0,5,0,64
825,13.518126487731934,0,0,0,0,5,0,53
825,0,24.229244232177734,0,0,0,4,0,61
830,13.017916679382324,0,0,0,0,8,0,52
830,0,23.0432071685791,0,0,0,4,0,61
835,13.065136909484863,0,0,0,0,6,0,52
835,0,20.192047119140625,0,0,0,6,0,59
840,12.802756309509277,0,0,0,0,2,0,52
840,0,23.092105865478516,0,0,0,7,0,64
845,12.770004272460938,0,0,0,0,7,0,51
845,0,20.889436721801758,0,0,0,8,0,62
850,14.336058616638184,0,0,0,0,5,0,54
850,0,21.00021743774414,0,0,0,6,0,62
855,12.322640419006348,0,0,0,0,7,0,52
855,0,23.540205001831055,0,0,0,2,0,64
860,12.066224098205566,0,0,0,0,6,0,52
860,0,24.406509399414062,0,0,0,4,0,66
865,12.881099700927734,0,0,0,0,7,0,52
865,0,23.755168914794922,0,0,0,4,0,62
870,13.071988105773926,0,0,0,0,4,0,53
870,0,23.96485710144043,0,0,0,5,0,66
875,11.691471099853516,0,0,0,0,6,0,52
875,0,23.92729949951172,0,0,0,5,0,63
880,12.583138465881348,0,0,0,0,8,0,53
880,0,24.796794891357422,0,0,0,6,0,66
885,13.307381629943848,0,0,0,0,5,0,54
885,0,20.27260971069336,0,0,0,7,0,62
890,12.793659210205078,0,0,0,0,7,0,52
890,0,24.39767837524414,0,0,0,4,0,63
895,11.643877029418945,0,0,0,0,5,0,52
895,0,25.60613250732422,0,0,0,3,0,66
900,12.271685600280762,0,0,0,0,4,0,51
900,0,23.9211368560791,0,0,0,6,0,63
905,11.986550331115723,0,0,0,0,4,0,51
905,0,22.652851104736328,0,0,0,3,0,64
910,13.995068550109863,0,0,0,0,4,0,52
910,0,22.76407814025879,0,0,0,6,0,64
915,12.170546531677246,0,0,0,0,5,0,52
915,0,23.631723403930664,0,0,0,4,0,66
920,12.132919311523438,0,0,0,0,4,0,52
920,0,21.910335540771484,0,0,0,4,0,65
925,13.417519569396973,0,0,0,0,5,0,53
925,0,24.244855880737305,0,0,0,6,0,65
930,12.016911506652832,0,0,0,0,7,0,53
930,0,23.62996482849121,0,0,0,2,0,60
935,11.911998748779297,0,0,0,0,5,0,52
935,0,22.397823333740234,0,0,0,5,0,63
940,12.556314468383789,0,0,0,0,6,0,52
940,0,22.165966033935547,0,0,0,5,0,61
945,11.677374839782715,0,0,0,0,6,0,50
945,0,21.046337127685547,0,0,0,7,0,61
950,13.077927589416504,0,0,0,0,5,0,53
950,0,21.655168533325195,0,0,0,3,0,59
955,12.399435997009277,0,0,0,0,7,0,53
955,0,21.015012741088867,0,0,0,4,0,61
960,11.426276206970215,0,0,0,0,4,0,51
960,0,23.29521369934082,0,0,0,4,0,63
965,13.815957069396973,0,0,0,0,3,0,52
965,0,22.67411994934082,0,0,0,4,0,67
970,12.45831298828125,0,0,0,0,6,0,52
970,0,23.031471252441406,0,0,0,5,0,62
975,11.888842582702637,0,0,0,0,5,0,52
975,0,24.700925827026367,0,0,0,6,0,67
980,12.461307525634766,0,0,0,0,3,0,52
980,0,22.42506217956543,0,0,0,7,0,66
985,11.643454551696777,0,0,0,0,6,0,51
985,0,22.387853622436523,0,0,0,5,0,61
990,12.677335739135742,0,0,0,0,6,0,51
990,0,22.37901496887207,0,0,0,5,0,60
995,13.345176696777344,0,0,0,0,7,0,54
995,0,23.018348693847656,0,0,0,5,0,64
1000,13.317940711975098,0,0,0,0,8,0,53
1000,0,23.076610565185547,0,0,0,4,0,67
1005,13.499950408935547,0,0,0,0,6,0,52
1005,0,23.53079605102539,0,0,0,4,0,64
1010,12.890729904174805,0,0,0,0,8,0,53
1010,0,24.66997528076172,0,0,0,4,0,63
1015,11.733962059020996,0,0,0,0,7,0,51
1015,0,23.662240982055664,0,0,0,2,0,63
1020,13.117563247680664,0,0,0,0,4,0,52
1020,0,23.71859359741211,0,0,0,5,0,69
1025,14.455825805664062,0,0,0,0,6,0,54
1025,0,21.328088760375977,0,0,0,5,0,65
1030,13.535669326782227,0,0,0,0,6,0,52
1030,0,22.975984573364258,0,0,0,5,0,66
1035,12.742950439453125,0,0,0,0,4,0,52
1035,0,22.995609283447266,0,0,0,4,0,64
1040,11.814748764038086,0,0,0,0,6,0,51
1040,0,22.49620246887207,0,0,0,7,0,61
1045,13.456422805786133,0,0,0,0,5,0,54
1045,0,20.284639358520508,0,0,0,3,0,61
1050,12.271251678466797,0,0,0,0,6,0,52
1050,0,25.766252517700195,0,0,0,4,0,70
1055,13.676966667175293,0,0,0,0,4,0,52
1055,0,22.85303497314453,0,0,0,4,0,62
1060,12.01448917388916,0,0,0,0,8,0,52
1060,0,25.649341583251953,0,0,0,4,0,64
1065,12.547050476074219,0,0,0,0,9,0,53
1065,0,20.06580352783203,0,0,0,6,0,58
1070,13.309114456176758,0,0,0,0,4,0,52
1070,0,21.290475845336914,0,0,0,4,0,61
1075,14.218647003173828,0,0,0,0,5,0,52
1075,0,21.79574203491211,0,0,0,6,0,65
1080,12.003511428833008,0,0,0,0,6,0,52
1080,0,23.279403686523438,0,0,0,7,0,68
1085,11.548070907592773,0,0,0,0,4,0,51
1085,0,22.839597702026367,0,0,0,8,0,70
1090,13.441487312316895,0,0,0,0,5,0,54
1090,0,22.63723373413086,0,0,0,4,0,62
1095,12.293493270874023,0,0,0,0,3,0,50
1095,0,22.409189224243164,0,0,0,6,0,62
1100,13.438199996948242,0,0,0,0,5,0,53
1100,0,22.724933624267578,0,0,0,4,0,69
1105,13.239004135131836,0,0,0,0,4,0,51
1105,0,23.29350471496582,0,0,0,2,0,66
1110,12.730381965637207,0,0,0,0,5,0,52
1110,0,22.660076141357422,0,0,0,5,0,62
1115,13.433843612670898,0,0,0,0,5,0,53
1115,0,23.011219024658203,0,0,0,7,0,63
1120,13.529712677001953,0,0,0,0,5,0,53
1120,0,23.482561111450195,0,0,0,3,0,68
1125,12.778121948242188,0,0,0,0,5,0,52
1125,0,21.98554801940918,0,0,0,8,0,65
1130,12.556371688842773,0,0,0,0,6,0,51
1130,0,20.440332412719727,0,0,0,7,0,61
1135,12.926668167114258,0,0,0,0,6,0,53
1135,0,22.182817459106445,0,0,0,4,0,64
1140,12.282692909240723,0,0,0,0,4,0,52
1140,0,21.95549201965332,0,0,0,6,0,63
1145,12.912422180175781,0,0,0,0,6,0,52
1145,0,20.654090881347656,0,0,0,5,0,61
1150,12.06093692779541,0,0,0,0,5,0,51
1150,0,21.24231719970703,0,0,0,5,0,63
1155,12.340169906616211,0,0,0,0,4,0,52
1155,0,22.424320220947266,0,0,0,5,0,63
1160,12.178288459777832,0,0,0,0,4,0,52
1160,0,23.48886489868164,0,0,0,7,0,67
1165,12.386301040649414,0,0,0,0,7,0,52
1165,0,21.092971801757812,0,0,0,6,0,62
1170,13.556600570678711,0,0,0,0,8,0,52
1170,0,22.4280948638916,0,0,0,6,0,64
1175,11.987887382507324,0,0,0,0,5,0,51
1175,0,21.220008850097656,0,0,0,8,0,62
1180,13.007667541503906,0,0,0,0,6,0,52
1180,0,22.722070693969727,0,0,0,4,0,63
1185,12.301429748535156,0,0,0,0,5,0,51
1185,0,22.23185920715332,0,0,0,4,0,65
1190,12.575011253356934,0,0,0,0,6,0,53
1190,0,22.132986068725586,0,0,0,6,0,63
1195,13.313000679016113,0,0,0,0,3,0,52
1195,0,21.57009506225586,0,0,0,6,0,61
1200,13.160654067993164,0,0,0,0,5,0,52
1200,0,21.692564010620117,0,0,0,5,0,65
1205,12.777960777282715,0,0,0,0,6,0,52
1205,0,24.348072052001953,0,0,0,3,0,67
1210,12.219656944274902,0,0,0,0,4,0,50
1210,0,23.895221710205078,0,0,0,6,0,68
1215,13.385835647583008,0,0,0,0,6,0,51
1215,0,21.87676429748535,0,0,0,8,0,64
1220,13.0558500289917,0,0,0,0,6,0,53
1220,0,23.100032806396484,0,0,0,5,0,65
1225,13.692877769470215,0,0,0,0,6,0,53
1225,0,22.576515197753906,0,0,0,5,0,60
1230,13.168919563293457,0,0,0,0,6,0,52
1230,0,21.873863220214844,0,0,0,6,0,60
1235,12.823415756225586,0,0,0,0,6,0,52
1235,0,22.524145126342773,0,0,0,4,0,62
1240,12.280660629272461,0,0,0,0,6,0,51
1240,0,22.94235610961914,0,0,0,4,0,61
1245,11.020383834838867,0,0,0,0,6,0,50
1245,0,21.418859481811523,0,0,0,3,0,61
1250,11.411458969116211,0,0,0,0,6,0,52
1250,0,23.02155113220215,0,0,0,4,0,62
1255,12.502642631530762,0,0,0,0,6,0,52
1255,0,24.243253707885742,0,0,0,3,0,63
1260,11.379298210144043,0,0,0,0,6,0,51
1260,0,21.631311416625977,0,0,0,8,0,61
1265,12.882833480834961,0,0,0,0,3,0,51
1265,0,21.3837890625,0,0,0,6,0,62
1270,12.747030258178711,0,0,0,0,7,0,52
1270,0,22.233781814575195,0,0,0,5,0,63
1275,13.604124069213867,0,0,0,0,5,0,53
1275,0,21.762882232666016,0,0,0,6,0,60
1280,12.12927532196045,0,0,0,0,6,0,52
1280,0,23.532825469970703,0,0,0,5,0,66
1285,12.68841552734375,0,0,0,0,6,0,53
1285,0,21.841304779052734,0,0,0,2,0,60
1290,12.188165664672852,0,0,0,0,6,0,52
1290,0,22.6497802734375,0,0,0,5,0,68
1295,14.014886856079102,0,0,0,0,5,0,54
1295,0,25.711078643798828,0,0,0,3,0,66
1300,11.708945274353027,0,0,0,0,6,0,52
1300,0,23.39884376525879,0,0,0,3,0,62
1305,12.386690139770508,0,0,0,0,4,0,51
1305,0,23.262632369995117,0,0,0,7,0,67
1310,11.585430145263672,0,0,0,0,6,0,51
1310,0,23.464508056640625,0,0,0,3,0,62
1315,11.653583526611328,0,0,0,0,7,0,52
1315,0,22.396732330322266,0,0,0,4,0,64
1320,12.899357795715332,0,0,0,0,5,0,52
1320,0,23.49007225036621,0,0,0,6,0,67
1325,12.824728012084961,0,0,0,0,5,0,52
1325,0,22.569347381591797,0,0,0,7,0,62
1330,12.081291198730469,0,0,0,0,7,0,51
1330,0,25.674089431762695,0,0,0,3,0,68
1335,14.375673294067383,0,0,0,0,9,0,53
1335,0,21.31123161315918,0,0,0,5,0,60
1340,13.523357391357422,0,0,0,0,4,0,53
1340,0,23.0242977142334,0,0,0,4,0,63
1345,13.581513404846191,0,0,0,0,4,0,53
1345,0,21.793027877807617,0,0,0,5,0,63
1350,11.61778736114502,0,0,0,0,5,0,52
1350,0,22.28639793395996,0,0,0,4,0,63
1355,12.954202651977539,0,0,0,0,6,0,53
1355,0,23.014097213745117,0,0,0,5,0,66
1360,12.463285446166992,0,0,0,0,4,0,51
1360,0,21.83772850036621,0,0,0,4,0,63
1365,12.158297538757324,0,0,0,0,6,0,51
1365,0,22.151342391967773,0,0,0,5,0,59
1370,13.278944969177246,0,0,0,0,4,0,52
1370,0,21.729007720947266,0,0,0,4,0,63
1375,14.17451286315918,0,0,0,0,2,0,53
1375,0,21.686382293701172,0,0,0,3,0,61
1380,11.352993965148926,0,0,0,0,6,0,51
1380,0,21.300077438354492,0,0,0,4,0,66
1385,11.419686317443848,0,0,0,0,4,0,51
1385,0,22.289018630981445,0,0,0,3,0,61
1390,13.013653755187988,0,0,0,0,5,0,52
1390,0,23.17963409423828,0,0,0,5,0,65
1395,12.949515342712402,0,0,0,0,8,0,52
1395,0,23.299217224121094,0,0,0,5,0,67
1400,11.570451736450195,0,0,0,0,6,0,51
1400,0,23.78074073791504,0,0,0,6,0,63
1405,13.357906341552734,0,0,0,0,4,0,53
1405,0,23.487668991088867,0,0,0,5,0,62
1410,11.807113647460938,0,0,0,0,5,0,52
1410,0,21.214887619018555,0,0,0,5,0,59
1415,13.299300193786621,0,0,0,0,3,0,52
1415,0,21.80956268310547,0,0,0,5,0,67
1420,13.812784194946289,0,0,0,0,6,0,53
1420,0,23.32020378112793,0,0,0,3,0,61
